repo,module,category,parent_module,energy,view
flask,typing,stdlib,flask.cli,50138.04124036035,nested
flask,pathlib,stdlib,flask.cli,103623.76018872608,nested
flask,locale,stdlib,flask.cli,55288.821266181716,nested
flask,_pytest,external,flask.cli,40380.63984945272,nested
flask,encodings,stdlib,flask.cli,50752.702560530044,nested
flask,functools,stdlib,flask.cli,48523.43275395523,nested
flask,inspect,stdlib,flask.cli,54783.9342605435,nested
flask,fnmatch,stdlib,flask.cli,34222.5071422877,nested
flask,traceback,stdlib,flask.cli,46705.833858540755,nested
flask,linecache,stdlib,flask.cli,39341.374161703454,nested
flask,importlib,stdlib,flask.cli,398717.56287031516,nested
flask,email,stdlib,flask.cli,53326.9881852469,nested
flask,re,stdlib,flask.cli,43381.71464026803,nested
flask,contextlib,stdlib,flask.cli,44106.143741171545,nested
flask,collections,stdlib,flask.cli,54739.31319101065,nested
flask,weakref,stdlib,flask.cli,38654.060432073755,nested
flask,textwrap,stdlib,flask.cli,42355.37524061783,nested
flask,zipfile,stdlib,flask.cli,42908.110276937114,nested
flask,tokenize,stdlib,flask.cli,10079.980371090045,nested
flask,werkzeug,external,flask.cli,42337.09819172092,nested
flask,pluggy,external,flask.cli,35068.57362679782,nested
flask,flask.cli,internal,,22924.612920882482,flat
flask,flask,internal,,199284.27754978978,nested
flask,_pytest,external,flask,54646.53649896452,nested
flask,pathlib,stdlib,flask,61948.69405056936,nested
flask,fnmatch,stdlib,flask,60960.61751019371,nested
flask,flask,internal,,21728.429490062204,flat
flask,flask.json.tag,internal,,58071.97698845247,nested
flask,flask.json.tag,internal,,58071.97698845247,flat
flask,flask.ctx,internal,,256005.61553133238,nested
flask,typing,stdlib,flask.ctx,55663.69160876679,nested
flask,werkzeug,external,flask.ctx,63004.5476245631,nested
flask,blinker,external,flask.ctx,51688.504752355184,nested
flask,re,stdlib,flask.ctx,50699.85434286485,nested
flask,flask.ctx,internal,,34949.01720278243,flat
flask,flask.testing,internal,,1155285.6339683111,nested
flask,stringprep,stdlib,flask.testing,56394.71299019117,nested
flask,_pytest,external,flask.testing,57082.62716063281,nested
flask,re,stdlib,flask.testing,58460.99592349785,nested
flask,werkzeug,external,flask.testing,85763.49054079357,nested
flask,email,stdlib,flask.testing,63912.33676085072,nested
flask,urllib,stdlib,flask.testing,63079.88860712069,nested
flask,pathlib,stdlib,flask.testing,72453.84409188386,nested
flask,importlib,stdlib,flask.testing,69918.64325354487,nested
flask,functools,stdlib,flask.testing,53807.45244734251,nested
flask,contextlib,stdlib,flask.testing,62752.66442710464,nested
flask,fnmatch,stdlib,flask.testing,61468.447512622566,nested
flask,click,external,flask.testing,85379.42017400051,nested
flask,encodings,stdlib,flask.testing,54502.18842267397,nested
flask,enum,stdlib,flask.testing,49906.80759050377,nested
flask,pluggy,external,flask.testing,53072.927231261914,nested
flask,zipfile,stdlib,flask.testing,56617.01051129874,nested
flask,gettext,stdlib,flask.testing,91108.19100930066,nested
flask,locale,stdlib,flask.testing,47527.34726168088,nested
flask,flask.testing,internal,,12076.638052005323,flat
flask,flask.sansio.blueprints,internal,,126001.71374106727,nested
flask,typing,stdlib,flask.sansio.blueprints,55107.7695147811,nested
flask,annotationlib,stdlib,flask.sansio.blueprints,48922.23218798323,nested
flask,flask.sansio.blueprints,internal,,21971.712038302936,flat
flask,flask.logging,internal,,151246.07007171272,nested
flask,logging,stdlib,flask.logging,50732.07391471694,nested
flask,werkzeug,external,flask.logging,45174.271038998384,nested
flask,_weakrefset,stdlib,flask.logging,44015.0282088468,nested
flask,flask.logging,internal,,11324.6969091506,flat
flask,flask.wrappers,internal,,102951.94887757846,nested
flask,werkzeug,external,flask.wrappers,50870.42607649758,nested
flask,flask.wrappers,internal,,52081.52280108087,flat
flask,flask.blueprints,internal,,302046.71777693945,nested
flask,pathlib,stdlib,flask.blueprints,55316.78528463133,nested
flask,pluggy,external,flask.blueprints,60309.43522180847,nested
flask,_pytest,external,flask.blueprints,65388.88561497638,nested
flask,click,external,flask.blueprints,61802.814838594684,nested
flask,fnmatch,stdlib,flask.blueprints,45897.90473761139,nested
flask,flask.blueprints,internal,,13330.892079317206,flat
flask,flask.json.provider,internal,,127862.26466854244,nested
flask,json,stdlib,flask.json.provider,50125.17995122072,nested
flask,werkzeug,external,flask.json.provider,46261.60102656589,nested
flask,flask.json.provider,internal,,31475.483690755835,flat
flask,flask.helpers,internal,,1116921.6822521477,nested
flask,pathlib,stdlib,flask.helpers,51926.866892603415,nested
flask,werkzeug,external,flask.helpers,65994.61365780965,nested
flask,typing,stdlib,flask.helpers,62690.59181869079,nested
flask,_pytest,external,flask.helpers,47639.5633565171,nested
flask,mimetypes,stdlib,flask.helpers,393668.78603531944,nested
flask,fnmatch,stdlib,flask.helpers,56266.355110641096,nested
flask,functools,stdlib,flask.helpers,57298.75783997783,nested
flask,email,stdlib,flask.helpers,55313.517825711664,nested
flask,urllib,stdlib,flask.helpers,49330.79870535418,nested
flask,re,stdlib,flask.helpers,140374.6905429549,nested
flask,enum,stdlib,flask.helpers,47209.96472624674,nested
flask,collections,stdlib,flask.helpers,18802.03995365468,nested
flask,jinja2,external,flask.helpers,47047.373581714965,nested
flask,flask.helpers,internal,,23357.762204951043,flat
flask,flask.debughelpers,internal,,47552.12119929629,nested
flask,_pytest,external,flask.debughelpers,47552.12119929629,nested
flask,flask.debughelpers,internal,,0.0,flat
flask,flask.views,internal,,44276.92205225555,nested
flask,flask.views,internal,,44276.92205225555,flat
black,re,stdlib,,1915494.506179497,flat
black,mypy_extensions,external,,234704.9266360813,flat
black,click,external,,356780.497091797,flat
black,typing,stdlib,,1506987.56461742,flat
black,platform,stdlib,,95401.90977851946,flat
black,enum,stdlib,,1155388.4226971306,flat
black,locale,stdlib,,75144.6299136315,flat
black,_pytest,external,,1130744.3589076838,flat
black,pathlib,stdlib,,938538.701966576,flat
black,fnmatch,stdlib,,716181.3853721027,flat
black,gettext,stdlib,,70717.49867911926,flat
black,encodings,stdlib,,188982.10081629743,flat
black,inspect,stdlib,,440267.11740721844,flat
black,unittest,stdlib,,425620.6862582657,flat
black,tokenize,stdlib,,41343.011310939844,flat
black,functools,stdlib,,743540.5166737075,flat
black,pluggy,external,,599193.698948909,flat
black,dataclasses,stdlib,,1683493.9562604106,flat
black,pathspec,external,,143849.82326022576,flat
black,annotationlib,stdlib,,1131661.6983243916,flat
black,_py_warnings,stdlib,,165002.11337480356,flat
black,reprlib,stdlib,,893627.7941127132,flat
black,weakref,stdlib,,22547.044474820075,flat
black,contextlib,stdlib,,362164.8297060037,flat
black,platformdirs,external,,99988.26630442664,flat
black,configparser,stdlib,,92314.34786466192,flat
black,collections,stdlib,,272013.36678254534,flat
black,tempfile,stdlib,,310602.3742646978,flat
black,hashlib,stdlib,,35058.71496692922,flat
black,_compat_pickle,stdlib,,33559.478132396885,flat
black,pickle,stdlib,,44888.312313414586,flat
black,packaging,external,,104922.00615568728,flat
black,sysconfig,stdlib,,77160.95362087057,flat
black,tomllib,stdlib,,412778.6695576921,flat
black,logging,stdlib,,393366.4207061275,flat
black,threading,stdlib,,209420.2317012141,flat
black,hmac,stdlib,,153112.32504906604,flat
black,secrets,stdlib,,96450.31269017184,flat
black,random,stdlib,,67398.02062393934,flat
black,difflib,stdlib,,139922.19548903249,flat
black,multiprocessing,stdlib,,966926.4630528657,flat
black,signal,stdlib,,213860.29104352184,flat
black,asyncio,stdlib,,236629.04177623065,flat
black,concurrent,stdlib,,82032.76860643887,flat
black,selectors,stdlib,,131590.9773207908,flat
black,socket,stdlib,,187202.19485332735,flat
black,traceback,stdlib,,137622.43905018317,flat
black,textwrap,stdlib,,136156.0911786258,flat
black,ast,stdlib,,6944.66618934581,flat
black,warnings,stdlib,,48672.93483391784,flat
requests,pathlib,stdlib,,3055951.587294686,flat
requests,certifi,external,,443715.27616153704,flat
requests,_pytest,external,,2521875.8855218445,flat
requests,fnmatch,stdlib,,2343304.395009314,flat
requests,pluggy,external,,2185800.8330461844,flat
requests,re,stdlib,,3908120.7874499983,flat
requests,encodings,stdlib,,990267.3225388237,flat
requests,enum,stdlib,,1245582.8921611183,flat
requests,charset_normalizer,external,,775269.3422042038,flat
requests,calendar,stdlib,,232173.38143865473,flat
requests,http,stdlib,,977050.2075683158,flat
requests,urllib,stdlib,,1213220.4646819276,flat
requests,logging,stdlib,,437657.8226290655,flat
requests,functools,stdlib,,442814.03234671685,flat
requests,typing,stdlib,,1058709.825008347,flat
requests,importlib,stdlib,,468504.2605046616,flat
requests,_weakrefset,stdlib,,290146.41314075224,flat
requests,stringprep,stdlib,,225946.28770962413,flat
requests,socket,stdlib,,282468.9101441211,flat
requests,urllib3,external,,834217.1386340056,flat
requests,threading,stdlib,,605044.8357267937,flat
requests,idna,external,,276347.5084420155,flat
requests,contextlib,stdlib,,232651.47521404948,flat
requests,weakref,stdlib,,211802.94823926612,flat
requests,netrc,stdlib,,246161.5226221981,flat
requests,unittest,stdlib,,180308.67808475124,flat
requests,warnings,stdlib,,183097.9190866777,flat
requests,_py_warnings,stdlib,,215455.90993791056,flat
requests,email,stdlib,,186454.25697819804,flat
requests,queue,stdlib,,209822.94811158057,flat
requests,ssl,stdlib,,60155.24797228878,flat
requests,ipaddress,stdlib,,243391.7594551268,flat
flask,re,stdlib,,2571109.370142225,flat
flask,dataclasses,stdlib,,531079.4860773357,flat
flask,typing,stdlib,,1006417.395811023,flat
flask,pathlib,stdlib,,1246332.0043166273,flat
flask,click,external,,333685.2933082275,flat
flask,annotationlib,stdlib,,277344.94126641547,flat
flask,enum,stdlib,,771827.2564310621,flat
flask,_pytest,external,,890175.576337383,flat
flask,werkzeug,external,,1184407.6955109038,flat
flask,ast,stdlib,,151088.80582022527,flat
flask,fnmatch,stdlib,,733567.9296193689,flat
flask,collections,stdlib,,289011.87324195873,flat
flask,reprlib,stdlib,,106383.42435526507,flat
flask,pluggy,external,,569782.8921902038,flat
flask,markupsafe,external,,115012.7593629979,flat
flask,blinker,external,,181093.77944492898,flat
flask,traceback,stdlib,,137667.6905923452,flat
flask,textwrap,stdlib,,99290.8421780405,flat
flask,linecache,stdlib,,83923.35806537402,flat
flask,functools,stdlib,,419376.49774303904,flat
flask,logging,stdlib,,111450.65438615084,flat
flask,contextlib,stdlib,,250911.17983436037,flat
flask,urllib,stdlib,,282557.89149174886,flat
flask,weakref,stdlib,,135479.8826682727,flat
flask,inspect,stdlib,,171280.61855226738,flat
flask,encodings,stdlib,,154761.96901578107,flat
flask,tokenize,stdlib,,48459.86402644087,flat
flask,socket,stdlib,,118758.96871642566,flat
flask,ssl,stdlib,,67580.46593432895,flat
flask,html,stdlib,,49663.490857720586,flat
flask,email,stdlib,,261910.0656263454,flat
flask,http,stdlib,,79783.54239791712,flat
flask,base64,stdlib,,98066.80178397044,flat
flask,hmac,stdlib,,118266.00574488699,flat
flask,mimetypes,stdlib,,445327.2350071053,flat
flask,quopri,stdlib,,58165.46114148605,flat
flask,hashlib,stdlib,,31794.01498630117,flat
flask,socketserver,stdlib,,50261.36355182148,flat
flask,secrets,stdlib,,56568.12022779494,flat
flask,pkgutil,stdlib,,53379.67564019212,flat
flask,random,stdlib,,60858.85174760301,flat
flask,json,stdlib,,92103.19391846829,flat
flask,itsdangerous,external,,75080.10464612437,flat
flask,jinja2,external,,301612.61241707637,flat
flask,_compat_pickle,stdlib,,50029.63140674344,flat
flask,pickle,stdlib,,53169.63587192701,flat
flask,gettext,stdlib,,148782.24432070935,flat
flask,locale,stdlib,,102816.1685278626,flat
flask,importlib,stdlib,,468636.20612386,flat
flask,zipfile,stdlib,,99525.12078823586,flat
flask,stringprep,stdlib,,56394.71299019117,flat
flask,_weakrefset,stdlib,,44015.0282088468,flat
